__time,Calling_Number,Egress_Endpoint_IP,Egress_Route,Egress_Endpoint_Customer_Id,Egress_Endpoint,Egress_Realm,Egress_Reg_Id,Egress_Uport,Call_Duration_,Call_Duration_Fractional,Call_Duration_1,Call_End_Time,Ingress_Call_Error,Egress_Call_Error,Egress_Call_Error_Code,Last_Event_in_Call_Setup,Ingress_Call_Error_Code,Rate_Limit_Error_Code,Call_Hold_Time_,PDD,Call_Release_Source,Ingress_Endpoint_IP,Ingress_Endpoint_Customer_Id,Ingress_Endpoint,Ingress_Sig_Port,Ingress_Realm,Ingress_Reg_Id,Ingress_Uport,Call_Type,Zone,Called_Party_After_Src_Calling_Plan,Called_Party_After_Transit_Route,Called_Party_as_Dialed_by_User,Number_Type_for_Called_Party_as_Dialed_by_User,Called_Party_in_E164_Format,Number_Type_for_Called_Party,Ingress_Trunk_Group,Call_Id,Calling_Party_Number_Type_Received_from_Ingress,Calling_Party_Number_Type_Sent_to_Egress,CDR_Type,Charge_Number,Charge_Number_NoA,Charge_Number_NPI,Cluster_Name,Codec_On_Egress_Leg,Codec_On_Egress_Leg__1st_mline,Codec_On_Ingress_Leg,Codec_On_Ingress_Leg__1st_mline,Custom_Contact_Tag,Bytes_Forwarded_from_Egress_Leg__1st_mline,Bytes_Forwarded_from_Ingress_Leg__1st_mline,Egress_Leg_Number_of_Packets_Dropped_by_Bandwidth_Policing,Called_Party_Media_IP,Called_Party_Media_Port_Number,Egress_Realm_Media_IP,Egress_Realm_Media_Port,Egress_Trunk_Group,Egress_Leg_ptime,Device_Name,Disconnect_Error_Type,Diversion_Info,Egress_Trunk_Group_Context,E911_Call,Egress_Endpoint_Country_Code,Egress_Endpoint_Latitude,Egress_Endpoint_Longitude,Egress_Callid_Termination_Endpoint,Egress_MOS,Egress_Endpoint_Subnet,Egress_Endpoint_Subnet_Mask,Egress_Rate_Limit_Error_Code,CDR_Filename,FromURI_User_Part_in_Ingress_INVITE,Full_Paid_Hdr_in_Ingress_INVITE,Hunt_Attempts,Hunting_Attempts,RequestURI_in_Ingress_INVITE,RSA_IP,Ingress_Endpoint_Country_Code,Ingestion_Time,Ingress_Endpoint_Latitude,Ingress_Endpoint_Longitude,Ingress_MOS,Ingress_Endpoint_Subnet,Ingress_Subnet_Mask,Ingress_ISDN_Cause_Code,Ingress_ISDN_Cause,Egress_Latency,Ingress_Latency,Gateway_Latitude,Ingress_SIP_PAccessNetworkInfo,Ingress_PChargingVector,Egress_SIP_PAccessNetworkInfo,Egress_PChargingVector,Day_in_Local_Time,Day_of_Week_in_Local_Time_,Hour_in_Local_Time,Month_in_Local_Time,Local_Refer_Status,Year_in_Local_Time,Gateway_Longitude,Media_Type,Media_Type__1st_mline,MSW_Name,Calling_Number_after_Calling_Plan,FromURI_User_Part_in_Egress_INVITE,PaidURI_User_Part_in_Egress_INVITE,RequestURI_User_Part_in_Egress_INVITE,Outbound_Call_Limit,Outbound_Call_Limit_Uport,Outbound_Call_Limit_Type,Outbound_Call_Limit_Policy_Name,Organization_Hdr_in_Ingress_INVITE,Egress_ISDN_Cause_Code,Egress_ISDN_Cause,FromURI_in_Egress_INVITE,RequestURI_in_Egress_INVITE,ToURI_in_Egress_INVITE,Egress_Packets_Discarded,Ingress_Packets_Discarded,Egress_Packets_Lost,Ingress_Packets_Lost,Egress_Packets_Received,Ingress_Packets_Received,PaidURI_User_Part_in_Ingress_INVITE,Egress_Jitter,Ingress_Jitter,Peer_Protocol,Privacy,Protocol,ReInvite_Reject_Count,RequestURI_User_Part_in_Ingress_INVITE,Egress_R_Factor,Ingress_R_Factor,Local_Routing_Number,RSA_Latitude,RSA_Longitude,SBC_Version,Final_Negotiated_Answer_Codec,Final_Negotiated_Offer_Codec,SIP_Egress_Response_Code,SIP_Egress_Response_Reason,SIP_Ingress_Response_Code,SIP_Ingress_Response_Reason,Ingress_ptime,Ingress_Iedge_Group,Ingress_Leg_Number_of_Packets_Dropped_by_Bandwidth_Policing,Calling_Party_Media_IP,Calling_Party_Media_Port,Calling_Realm_Media_IP,Calling_Realm_Media_Port,Ingress_Trunk_Group_Context,Start_Time_in_Local_Time,Start_of_Call,Time_Group,Timezone,Transcoder_Id,End_of_Call,Epoch_End_of_Call,User_Timezone,Day_in_UTC,Day_of_week_in_UTC,Hour_in_UTC,Month_in_UTC,Year_in_UTC,Valid_Record,Video_CAC,No_Of_M_Lines,Is_Permitted,Robo_Confidence_Score,CDR_Sequence_Number,Called_Number_Classification,Called_Number_Classification_Flag,Calling_Number_Classification,Calling_Number_Classification_Flag,Unnamed_177,Packet_Loss_greater_001
2021-08-25 07:35:00,vxtgsrj5z3,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,000:00:41,40.68999863,41,00:29:34.4,NULL,Proxy Authentication Required,5407,ack-tx#100-rx,0,NULL,000:00:10,132,source,516.61.50.3,NULL,hCreqmg-7091768666.092333.555/1,5060,pub2_access,hCreqmg-7091768666.092333.555,1,IV,NULL,1533131,NULL,1533131,NULL,1533131,Subscriber,NULL,69182i4-4-57g8-511447-9804ijg-511447@kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,304480,306080,NULL,NULL,NULL,45352,536.03.680.98,37374,NULL,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.024000168,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,vxtgsrj5z3,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:25,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,vxtgsrj5z3,vxtgsrj5z3,NULL,1533131,NULL,NULL,NULL,NULL,NULL,21,CallRejected,NULL,NULL,NULL,30,0,30,0,1873,1916,NULL,1000,0,sip,No,sip,NULL,1533131,80,93,NULL,NULL,NULL,NULL,NULL,NULL,407,Proxy Authentication Required,NULL,Proxy Authentication Required,NULL,NULL,NULL,516.61.50.3,10000,532.51.28.98,58626,NULL,2021-04-13 12:28:00,2021-04-13T08:28:53,1,EST,NULL,2021-04-13 08:29:00,1618302574,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,14748089,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-25 07:43:00,vyhmixps,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,001:16:14,4573.556152,4574,00:29:34.2,NULL,Proxy Authentication Required,5407,ack-tx#100-rx,0,NULL,000:00:02,206,source,529.14.536.99,NULL,hCreqmg-7009372798.542495.447/1,5060,pub2_access,hCreqmg-7009372798.542495.447,1,IV,NULL,772,NULL,772,NULL,772,Subscriber,NULL,15359605-7000936268-128024@iqie45-w7w45w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,"g711ulaw,H263",g711ulaw,"g711ulaw, H263",g711ulaw,NULL,36630928,36638624,NULL,NULL,"54.590.05.77, 54.590.05.77","31620, 31520","536.03.680.98, 536.03.680.98","32772, 32774",NULL,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.229127884,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,vyhmixps,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:25,NULL,NULL,4.024000168,NULL,NULL,16,NormalCallClearing,89,89,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,"AD,VD","AD,VD",msx_sim_1,vyhmixps,vyhmixps,NULL,772,NULL,NULL,NULL,NULL,NULL,21,CallRejected,NULL,NULL,NULL,2723,4398,2724,4398,226654,225159,NULL,500,875,sip,No,sip,NULL,772,86,80,NULL,NULL,NULL,NULL,NULL,NULL,407,Proxy Authentication Required,NULL,Proxy Authentication Required,NULL,NULL,NULL,"529.14.536.98, 529.14.536.98","19784, 19788","532.51.28.98, 532.51.28.98","55602, 55604",NULL,2021-04-13 11:13:00,2021-04-13T07:13:20,1,EST,NULL,2021-04-13 08:29:00,1618302574,America/New_York,13,2,12,4,2021,True,NULL,2,NULL,NULL,15969464,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-25 07:57:00,lvjeBtpers,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,000:01:40,99.72499847,100,00:29:34.9,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:02,1928,destination,516.50.6.54,NULL,hCreqmg-7005055027.313808.494/2,5060,pub2_access,hCreqmg-7005055027.313808.494,2,IV,NULL,2007583139,NULL,2007583139,NULL,2007583139,Subscriber,NULL,6920284-4-57g8-710h56-887jf04-710h56@kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,g711ulaw,g711ulaw,NULL,NULL,798720,NULL,NULL,08.38.549.594,26184,536.03.680.98,38138,NULL,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,lvjeBtpers,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:25,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,lvjeBtpers,lvjeBtpers,NULL,2007583139,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,NULL,0,NULL,0,NULL,4989,NULL,NULL,0,sip,No,sip,NULL,2007583139,NULL,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Proxy Authentication Required,NULL,NULL,NULL,516.50.6.54,10002,532.51.28.98,59626,NULL,2021-04-13 12:27:00,2021-04-13T08:27:54,1,EST,NULL,2021-04-13 08:29:00,1618302574,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,16330900,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 08:05:00,hwtevow,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,000:32:47,1967.254028,1967,00:29:34.3,NULL,Proxy Authentication Required,5407,ack-rx#100-rx,0,NULL,000:00:04,2738,source,516.50.6.55,NULL,hCreqmg-7091768667.558656.568/13,5060,pub2_access,hCreqmg-7091768667.558656.568,13,IV,NULL,6561324242,NULL,6561324242,NULL,6561324242,Subscriber,NULL,67ji3j4-4-57g8-6824h8-66h70573-6824h8@kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,g711ulaw,g711ulaw,NULL,NULL,15733432,NULL,NULL,08.38.549.594,27978,536.03.680.98,41366,NULL,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,hwtevow,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:25,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,hwtevow,hwtevow,NULL,6561324242,NULL,NULL,NULL,NULL,NULL,21,CallRejected,NULL,NULL,NULL,NULL,0,NULL,0,NULL,98449,NULL,NULL,0,sip,No,sip,NULL,6561324242,NULL,93,NULL,NULL,NULL,NULL,NULL,NULL,407,Proxy Authentication Required,NULL,Proxy Authentication Required,NULL,NULL,NULL,516.50.6.55,10000,532.51.28.98,42364,NULL,2021-04-13 11:56:00,2021-04-13T07:56:47,1,EST,NULL,2021-04-13 08:29:00,1618302574,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,14408482,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 08:25:00,Viwxvmgxih,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:01:54,113.8860016,114,00:29:33.1,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:13,572,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,148027-7006616515-934079@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,g711ulaw,g711ulaw,NULL,NULL,909120,5,NULL,516.60.582.649,50068,536.03.680.98,29066,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,Viwxvmgxih,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,Viwxvmgxih,Viwxvmgxih,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,NULL,0,NULL,1,NULL,5682,NULL,NULL,0,sip,No,sip,NULL,885000000000,NULL,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,56488,532.51.28.98,58006,NULL,2021-04-13 12:27:00,2021-04-13T08:27:39,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,15609588,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 08:32:00,888000000000,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:55:29,3328.815918,3329,00:29:33.6,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:02,135,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,817574-7009259663-540904@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,26654896,26625568,5,NULL,54.590.05.77,31316,536.03.680.98,21694,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.258759022,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,888000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,888000000000,888000000000,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,2088,0,2089,24,164821,166558,NULL,0,0,sip,Draft01,sip,NULL,885000000000,87,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,28324,532.51.28.98,58664,NULL,2021-04-13 11:34:00,2021-04-13T07:34:04,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,14849851,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-25 08:47:00,vhsyBeqm,54.590.05.60,NULL,NULL,WIWQ5/19,priv_domain2,WIWQ5,19,000:09:13,553.2039795,553,00:29:33.1,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:09,932,destination,536.502.4.57,NULL,hCreqmg-7091379488.586768.483/0,5060,pub2_access,hCreqmg-7091379488.586768.483,0,IV,NULL,9678868,NULL,9678868,NULL,9678868,Subscriber,NULL,38fi8732-g4e2444h-57g8-7f15g9-9jfg3926-7f15g9@kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,g729,g729,NULL,NULL,552660,NULL,NULL,5.664.3.544,50030,536.03.680.98,35594,NULL,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,vhsyBeqm,NULL,NULL,0,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,3.734360933,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,vhsyBeqm,vhsyBeqm,NULL,9678868,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,NULL,622,NULL,635,NULL,27011,NULL,NULL,3000,sip,No,sip,NULL,9678868,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Proxy Authentication Required,NULL,NULL,NULL,536.502.4.57,23014,532.51.28.98,43484,NULL,2021-04-13 12:20:00,2021-04-13T08:20:20,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,14502010,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-25 08:59:00,Viwxvmgxih,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:05:27,326.7269897,327,00:29:33.6,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:09,447,destination,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,619151-7008137438-027264@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,g729,g729,NULL,NULL,326520,5,NULL,516.60.507.28,23046,536.03.680.98,32806,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,Viwxvmgxih,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.132171154,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,Viwxvmgxih,Viwxvmgxih,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,NULL,0,NULL,0,NULL,16326,NULL,NULL,0,sip,No,sip,NULL,885000000000,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,11284,532.51.28.98,45720,NULL,2021-04-13 12:24:00,2021-04-13T08:24:06,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,13515985,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 09:03:00,5448348,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:01:21,81.3219986,81,00:29:33,NULL,NULL,NULL,ack-tx#na,0,NULL,000:00:14,551,destination,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,853932-7009819295-714259@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,42960,648480,5,NULL,529.14.536.98,24956,536.03.680.98,29208,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.405381203,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,5448348,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,5448348,5448348,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,0,0,0,4,270,4059,NULL,250,0,sip,Draft01,sip,NULL,885000000000,93,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,58440,532.51.28.98,40888,NULL,2021-04-13 12:28:00,2021-04-13T08:28:12,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,14432444,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 09:12:00,886000000000,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:00:22,22.45999908,22,00:29:33.8,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:07,394,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,852396-7009818080-921966@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,g729,g729,NULL,NULL,22240,5,NULL,516.60.582.504,50022,536.03.680.98,28440,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,886000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.132171154,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,886000000000,886000000000,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,NULL,0,NULL,0,NULL,1112,NULL,NULL,0,sip,Draft01,sip,NULL,885000000000,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,57378,532.51.28.98,40012,NULL,2021-04-13 12:29:00,2021-04-13T08:29:11,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,14431906,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 09:23:00,Viwxvmgxih,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:15:08,908.3239746,908,00:29:33.4,NULL,NULL,NULL,ack-tx#na,0,NULL,000:00:01,121,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,162046-7006725607-216106@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,g711ulaw,g711ulaw,g711ulaw,g711ulaw,NULL,7264876,7265236,5,NULL,54.590.05.77,31608,536.03.680.98,41406,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.229127884,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,Viwxvmgxih,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.405381203,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,Viwxvmgxih,Viwxvmgxih,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,843,0,846,0,44648,45514,NULL,1625,0,sip,No,sip,NULL,885000000000,86,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,43812,532.51.28.98,44798,NULL,2021-04-13 12:14:00,2021-04-13T08:14:25,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,15776041,NULL,NULL,NULL,NULL,Packet Loss greater than 1%
2021-08-25 09:34:00,85926658444,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:02:40,160.0099945,160,00:29:33.2,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:11,2082,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,987519-7000412883-134106@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,g729,g729,NULL,NULL,159780,5,NULL,5.664.50.546,50066,536.03.680.98,49192,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,85926658444,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.132171154,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,85926658444,85926658444,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,NULL,0,NULL,0,NULL,7989,NULL,NULL,0,sip,Draft01,sip,NULL,885000000000,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,27624,532.51.28.98,57094,NULL,2021-04-13 12:26:00,2021-04-13T08:26:53,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,15267683,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
2021-08-25 09:45:00,886000000000,54.590.05.60,NULL,nuvia.com,WIWQ_Xvyrow/0,priv_level3,WIWQ_Xvyrow,0,000:00:29,29.38699913,29,00:29:33.8,NULL,NULL,NULL,ack-rx#na,0,NULL,000:00:13,229,source,529.14.536.01,NULL,IQIE_Xvyro/0,5060,trunk2,IQIE_Xvyro,0,IV,1,885000000000,NULL,885000000000,NULL,885000000000,Subscriber,NULL,054391-7000876213-054976@iqie45-w7w46w5.kirferh.gsq,NULL,Subscriber,end1,NULL,NULL,NULL,Q20,unknown,unknown,g729,g729,NULL,NULL,37080,5,NULL,529.14.536.00,18582,536.03.680.98,44968,pizip7yo_mrkviww,NULL,Q20_sim,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,msx_sim_1_2021_04_13_12.CDT,886000000000,NULL,NULL,1,NULL,NULL,NULL,2021-04-13T08:29:24,NULL,NULL,4.132171154,NULL,NULL,16,NormalCallClearing,NULL,NULL,0,NULL,NULL,NULL,NULL,13,2,8,4,NULL,2021,0,AD,AD,msx_sim_1,886000000000,886000000000,NULL,885000000000,NULL,NULL,NULL,NULL,NULL,16,NormalCallClearing,NULL,NULL,NULL,NULL,0,NULL,0,NULL,1854,NULL,NULL,0,sip,Draft01,sip,NULL,885000000000,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,529.14.536.00,18574,532.51.28.98,40816,NULL,2021-04-13 12:29:00,2021-04-13T08:29:04,1,EST,NULL,2021-04-13 08:29:00,1618302573,America/New_York,13,2,12,4,2021,True,NULL,1,NULL,NULL,15666400,NULL,NULL,NULL,NULL,Packet Loss lower than 1%
